OrderID,CustomerID,OrderDateTime,Subtotal,DiscountRate,DiscountAmount,ShippingMethod,Shipping,Tax,Total
51579,3399,2026-06-02 15:52:24,515.11,0.15,77.27,Two-Day,0.00,30.65,468.49
51580,3399,2026-06-20 19:18:57,156.79,0.10,15.68,Two-Day,0.00,9.88,150.99
51581,3399,2026-06-27 12:21:20,189.10,0.05,9.46,Standard,0.00,12.57,192.21
51582,3399,2026-07-24 15:43:00,351.78,0.10,35.18,Standard,0.00,22.16,338.76
51583,3399,2026-08-20 15:54:17,172.53,0.05,8.63,Standard,0.00,11.47,175.37
51584,3399,2026-09-03 12:04:05,216.64,0.05,10.83,Standard,0.00,14.41,220.22
51585,3400,2025-08-14 10:37:37,262.37,0.10,26.24,Standard,0.00,16.53,252.66
51586,3400,2025-08-24 09:35:06,571.77,0.15,85.77,Standard,0.00,34.02,520.02
51587,3400,2025-09-13 14:04:08,454.59,0.10,45.46,Two-Day,0.00,28.64,437.77
51588,3400,2025-09-26 21:12:33,201.70,0.10,20.17,Two-Day,0.00,12.71,194.24
51589,3400,2025-10-21 17:49:32,461.22,0.10,46.12,Standard,0.00,29.06,444.16
51590,3400,2025-11-06 09:49:21,67.51,0.00,0.00,Standard,5.99,5.15,78.65
51591,3400,2026-01-01 12:50:35,71.11,0.00,0.00,Standard,5.99,5.40,82.50
51592,3400,2026-01-09 19:12:02,124.95,0.05,6.25,Standard,5.99,8.73,133.42
51593,3400,2026-02-17 17:10:20,567.68,0.15,85.15,Standard,0.00,33.78,516.31
51594,3400,2026-02-18 21:44:58,85.69,0.00,0.00,Standard,5.99,6.42,98.10
51595,3400,2026-02-24 15:02:29,331.95,0.20,66.39,Standard,0.00,18.59,284.15
51596,3400,2026-03-19 12:02:17,236.92,0.05,11.85,Standard,0.00,15.75,240.82
51597,3400,2026-04-25 14:48:28,238.71,0.05,11.94,Standard,0.00,15.87,242.64
51598,3400,2026-05-11 20:04:07,113.18,0.05,5.66,Standard,5.99,7.95,121.46
51599,3400,2026-05-16 16:07:48,41.32,0.10,4.13,Standard,5.99,3.02,46.20
51600,3400,2026-07-10 10:15:47,490.87,0.10,49.09,Two-Day,0.00,30.92,472.70
51601,3400,2026-07-18 17:35:27,278.38,0.10,27.84,Standard,0.00,17.54,268.08
51602,3400,2026-07-26 10:51:00,727.85,0.15,109.18,Standard,0.00,43.31,661.98
51603,3400,2026-07-27 18:33:35,53.06,0.00,0.00,Standard,5.99,4.13,63.18
51604,3400,2026-08-09 17:03:41,294.93,0.20,58.99,Standard,0.00,16.52,252.46
51605,3400,2026-08-16 19:18:51,284.17,0.10,28.42,Standard,0.00,17.90,273.65
51606,3400,2026-08-28 01:51:14,534.89,0.20,106.98,Standard,0.00,29.95,457.86
51607,3401,2026-08-01 11:24:22,289.17,0.10,28.92,Standard,0.00,18.22,278.47
51608,3401,2026-08-06 13:10:41,694.45,0.15,104.17,Standard,0.00,41.32,631.60
51609,3401,2026-08-08 21:03:21,495.01,0.10,49.50,Standard,0.00,31.19,476.70
51610,3401,2026-08-09 21:38:42,337.43,0.10,33.74,Standard,0.00,21.26,324.95
51611,3401,2026-08-15 15:12:36,588.19,0.15,88.23,Standard,0.00,35.00,534.96
51612,3402,2025-06-26 15:04:41,699.10,0.15,104.87,Standard,0.00,41.60,635.83
51613,3402,2025-08-18 06:57:50,37.14,0.00,0.00,Standard,5.99,3.02,46.15
51614,3402,2026-03-15 18:32:41,201.70,0.20,40.34,Standard,0.00,11.30,172.66
51615,3402,2026-03-31 11:56:23,428.97,0.10,42.90,Two-Day,0.00,27.02,413.09
51616,3403,2023-12-09 13:35:44,28.75,0.00,0.00,Standard,5.99,2.43,37.17
51617,3403,2024-01-30 09:17:58,248.86,0.10,24.89,Standard,0.00,15.68,239.65
51618,3403,2024-03-26 18:45:04,665.33,0.15,99.80,Standard,0.00,39.59,605.12
51619,3403,2024-04-21 10:52:15,366.77,0.20,73.35,Standard,0.00,20.54,313.96
51620,3403,2024-06-12 20:19:56,232.20,0.05,11.61,Standard,0.00,15.44,236.03
51621,3403,2024-12-24 23:17:35,137.21,0.05,6.86,Standard,0.00,9.12,139.47
51622,3403,2025-01-24 17:17:35,32.60,0.00,0.00,Standard,5.99,2.70,41.29
51623,3403,2025-02-01 21:08:14,185.51,0.05,9.28,Next-Day,0.00,12.34,188.57
51624,3403,2025-03-21 19:14:34,152.84,0.20,30.57,Standard,5.99,8.98,137.24
51625,3403,2025-06-14 18:39:18,63.02,0.00,0.00,Standard,5.99,4.83,73.84
51626,3403,2025-09-03 21:40:11,113.18,0.05,5.66,Standard,5.99,7.95,121.46
51627,3403,2026-01-13 12:28:28,661.68,0.15,99.25,Standard,0.00,39.37,601.80
51628,3403,2026-03-02 14:05:20,174.82,0.10,17.48,Next-Day,0.00,11.01,168.35
51629,3403,2026-05-25 10:12:11,291.23,0.10,29.12,Standard,0.00,18.35,280.46
51630,3403,2026-05-31 16:02:37,143.01,0.05,7.15,Standard,0.00,9.51,145.37
51631,3403,2026-06-27 14:50:57,238.20,0.10,23.82,Standard,0.00,15.01,229.39
51632,3403,2026-07-09 07:24:19,472.04,0.10,47.20,Standard,0.00,29.74,454.58
51633,3403,2026-07-15 09:55:42,100.72,0.05,5.04,Standard,5.99,7.12,108.79
51634,3403,2026-08-29 08:10:21,154.88,0.05,7.74,Standard,0.00,10.30,157.44
51635,3404,2025-07-21 08:03:35,308.29,0.10,30.83,Standard,0.00,19.42,296.88
51636,3404,2025-10-12 16:22:59,281.06,0.10,28.11,Two-Day,0.00,17.71,270.66
51637,3404,2025-11-10 20:03:56,112.16,0.05,5.61,Standard,5.99,7.88,120.42
51638,3404,2026-02-03 05:45:15,18.00,0.00,0.00,Standard,5.99,1.68,25.67
51639,3404,2026-04-05 22:40:14,487.83,0.10,48.78,Standard,0.00,30.73,469.78
51640,3404,2026-05-18 10:16:31,574.70,0.15,86.21,Standard,0.00,34.19,522.68
51641,3405,2023-12-07 12:58:11,189.10,0.10,18.91,Standard,0.00,11.91,182.10
51642,3405,2024-09-02 06:50:11,706.00,0.15,105.90,Standard,0.00,42.01,642.11
51643,3405,2024-11-24 18:59:44,241.89,0.05,12.09,Standard,0.00,16.09,245.89
51644,3405,2025-03-29 14:04:23,41.32,0.10,4.13,Standard,5.99,3.02,46.20
51645,3405,2025-08-30 08:12:44,112.16,0.05,5.61,Standard,5.99,7.88,120.42
51646,3405,2026-03-06 15:39:39,155.80,0.05,7.79,Standard,0.00,10.36,158.37
51647,3405,2026-03-15 18:02:28,189.10,0.05,9.46,Standard,0.00,12.57,192.21
51648,3405,2026-08-29 13:51:47,193.40,0.05,9.67,Standard,0.00,12.86,196.59
51649,3406,2023-03-20 20:30:51,201.74,0.05,10.09,Two-Day,0.00,13.42,205.07
51650,3406,2023-06-02 19:49:07,167.10,0.05,8.36,Standard,0.00,11.11,169.85
51651,3406,2023-06-27 18:19:33,373.89,0.10,37.39,Standard,0.00,23.56,360.06
51652,3406,2023-07-09 15:53:41,334.31,0.10,33.43,Standard,0.00,21.06,321.94
51653,3406,2023-11-24 10:57:23,183.63,0.05,9.18,Standard,0.00,12.21,186.66
51654,3406,2023-12-09 13:41:18,377.88,0.10,37.79,Standard,0.00,23.81,363.90
51655,3406,2024-02-04 16:32:51,125.01,0.05,6.25,Standard,5.99,8.73,133.48
51656,3406,2024-02-16 20:35:21,327.41,0.10,32.74,Two-Day,0.00,20.63,315.30
51657,3406,2024-07-16 03:27:42,171.58,0.10,17.16,Standard,0.00,10.81,165.23
51658,3406,2024-12-09 18:14:38,408.76,0.10,40.88,Standard,0.00,25.75,393.63
51659,3406,2024-12-12 21:26:43,556.59,0.15,83.49,Standard,0.00,33.12,506.22
51660,3406,2025-02-06 18:09:52,216.64,0.05,10.83,Standard,0.00,14.41,220.22
51661,3406,2025-03-16 19:57:10,230.23,0.05,11.51,Standard,0.00,15.31,234.03
51662,3406,2025-03-28 22:41:54,137.21,0.05,6.86,Standard,0.00,9.12,139.47
51663,3406,2025-07-24 18:09:48,291.19,0.10,29.12,Standard,0.00,18.34,280.41
51664,3406,2025-07-25 18:26:16,128.16,0.05,6.41,Standard,5.99,8.94,136.68
51665,3406,2025-12-09 20:15:22,96.75,0.00,0.00,Standard,5.99,7.19,109.93
51666,3406,2025-12-10 18:08:19,452.15,0.10,45.22,Standard,0.00,28.49,435.42
51667,3406,2026-04-19 17:27:54,238.26,0.05,11.91,Standard,0.00,15.84,242.19
51668,3406,2026-04-23 17:39:13,36.22,0.00,0.00,Standard,5.99,2.95,45.16
51669,3406,2026-05-04 20:47:18,251.66,0.10,25.17,Two-Day,0.00,15.85,242.34
51670,3406,2026-07-31 16:50:40,240.53,0.05,12.03,Standard,0.00,16.00,244.50
51671,3407,2026-02-27 19:13:31,599.17,0.15,89.88,Standard,0.00,35.65,544.94
51672,3407,2026-03-02 13:14:24,421.18,0.10,42.12,Standard,0.00,26.53,405.59
51673,3407,2026-03-26 20:56:52,437.73,0.10,43.77,Standard,0.00,27.58,421.54
51674,3407,2026-04-23 12:42:59,418.27,0.10,41.83,Standard,0.00,26.35,402.79
51675,3407,2026-05-09 17:38:09,164.87,0.05,8.24,Standard,0.00,10.96,167.59
51676,3407,2026-05-27 14:32:03,439.73,0.10,43.97,Standard,0.00,27.70,423.46
51677,3407,2026-05-28 16:52:00,15.89,0.00,0.00,Standard,5.99,1.53,23.41
51678,3407,2026-06-15 10:33:25,722.34,0.15,108.35,Next-Day,0.00,42.98,656.97
51679,3407,2026-07-10 14:46:28,739.42,0.15,110.91,Standard,0.00,44.00,672.51
51680,3407,2026-07-11 09:48:04,483.24,0.10,48.32,Standard,0.00,30.44,465.36
51681,3407,2026-08-04 19:02:08,246.30,0.10,24.63,Standard,0.00,15.52,237.19
51682,3407,2026-08-19 13:21:46,124.95,0.05,6.25,Two-Day,12.99,9.22,140.91
51683,3408,2024-08-01 15:37:47,307.82,0.10,30.78,Standard,0.00,19.39,296.43
51684,3408,2024-11-23 08:19:10,102.82,0.05,5.14,Standard,5.99,7.26,110.93
51685,3408,2025-09-07 13:01:05,324.40,0.10,32.44,Standard,0.00,20.44,312.40
51686,3408,2026-06-01 13:21:19,402.96,0.20,80.59,Standard,0.00,22.57,344.94
51687,3409,2024-05-01 03:49:04,692.49,0.15,103.87,Standard,0.00,41.20,629.82
51688,3409,2024-06-10 14:29:32,28.75,0.10,2.88,Two-Day,12.99,2.72,41.58
51689,3409,2024-06-22 16:54:33,235.55,0.10,23.56,Standard,0.00,14.84,226.83
51690,3409,2024-07-01 19:07:30,320.11,0.10,32.01,Two-Day,0.00,20.17,308.27
51691,3409,2024-08-06 16:57:42,619.18,0.15,92.88,Standard,0.00,36.84,563.14
51692,3409,2024-08-23 09:26:10,279.04,0.20,55.81,Standard,0.00,15.63,238.86
51693,3409,2024-08-28 11:00:26,115.58,0.05,5.78,Standard,5.99,8.11,123.90
51694,3409,2024-09-12 20:51:19,122.55,0.05,6.13,Standard,5.99,8.57,130.98
51695,3409,2024-10-27 15:00:34,494.14,0.10,49.41,Standard,0.00,31.13,475.86
51696,3409,2024-11-21 19:01:15,137.21,0.05,6.86,Standard,0.00,9.12,139.47
51697,3409,2024-11-23 14:48:27,148.90,0.20,29.78,Standard,5.99,8.76,133.87
51698,3409,2024-12-29 19:20:06,865.46,0.15,129.82,Standard,0.00,51.49,787.13
51699,3409,2025-02-02 21:41:50,715.97,0.20,143.19,Standard,0.00,40.09,612.87
51700,3409,2025-02-12 20:13:47,104.50,0.05,5.23,Next-Day,24.99,8.70,132.96
51701,3409,2025-03-10 21:37:41,894.02,0.15,134.10,Standard,0.00,53.19,813.11
51702,3409,2025-07-26 11:02:27,584.97,0.15,87.75,Standard,0.00,34.81,532.03
51703,3409,2025-09-18 07:54:28,261.63,0.10,26.16,Standard,0.00,16.48,251.95
51704,3409,2025-09-22 10:29:53,308.36,0.10,30.84,Next-Day,0.00,19.43,296.95
51705,3409,2025-11-09 12:20:08,309.08,0.10,30.91,Standard,0.00,19.47,297.64
51706,3409,2025-11-25 14:48:00,417.53,0.10,41.75,Standard,0.00,26.30,402.08
51707,3409,2025-12-23 20:00:02,694.45,0.15,104.17,Standard,0.00,41.32,631.60
51708,3409,2026-01-13 21:35:12,335.89,0.10,33.59,Two-Day,0.00,21.16,323.46
51709,3409,2026-01-14 22:48:39,235.57,0.05,11.78,Standard,0.00,15.67,239.46
51710,3409,2026-01-18 13:48:53,710.90,0.15,106.64,Two-Day,0.00,42.30,646.56
51711,3409,2026-02-04 20:39:32,137.21,0.05,6.86,Standard,0.00,9.12,139.47
51712,3409,2026-03-10 20:49:33,80.05,0.00,0.00,Two-Day,12.99,6.51,99.55
51713,3409,2026-03-11 05:54:10,695.32,0.15,104.30,Standard,0.00,41.37,632.39
51714,3409,2026-03-31 19:37:03,21.89,0.10,2.19,Standard,5.99,1.80,27.49
51715,3409,2026-05-02 08:20:50,124.35,0.05,6.22,Standard,5.99,8.69,132.81
51716,3409,2026-05-04 18:56:43,487.91,0.10,48.79,Standard,0.00,30.74,469.86
51717,3409,2026-05-06 12:51:12,164.87,0.05,8.24,Standard,0.00,10.96,167.59
51718,3409,2026-06-01 15:44:11,217.62,0.05,10.88,Standard,0.00,14.47,221.21
51719,3409,2026-06-08 14:13:05,160.10,0.05,8.01,Standard,0.00,10.65,162.74
51720,3409,2026-07-13 18:51:51,454.41,0.10,45.44,Standard,0.00,28.63,437.60
51721,3409,2026-07-27 19:43:58,302.35,0.10,30.24,Standard,0.00,19.05,291.16
51722,3409,2026-08-20 07:36:44,199.96,0.05,10.00,Standard,0.00,13.30,203.26
51723,3410,2024-09-30 16:12:54,128.16,0.05,6.41,Two-Day,12.99,9.43,144.17
51724,3410,2024-10-09 12:28:03,229.45,0.05,11.47,Standard,0.00,15.26,233.24
51725,3410,2025-02-01 08:01:05,44.40,0.00,0.00,Standard,5.99,3.53,53.92
51726,3410,2025-02-24 07:36:09,190.36,0.05,9.52,Standard,0.00,12.66,193.50
51727,3410,2025-04-19 20:07:35,408.15,0.10,40.82,Standard,0.00,25.71,393.04
51728,3410,2025-06-28 07:14:30,223.35,0.10,22.34,Standard,0.00,14.07,215.08
51729,3410,2025-07-17 18:03:21,124.95,0.05,6.25,Standard,5.99,8.73,133.42
51730,3410,2025-09-18 22:51:03,507.93,0.15,76.19,Standard,0.00,30.22,461.96
51731,3410,2025-09-23 20:16:33,377.34,0.10,37.73,Standard,0.00,23.77,363.38
51732,3410,2026-01-05 21:02:22,286.02,0.10,28.60,Standard,0.00,18.02,275.44
51733,3410,2026-01-12 20:39:10,313.87,0.10,31.39,Standard,0.00,19.77,302.25
51734,3410,2026-03-26 17:11:49,53.06,0.10,5.31,Standard,5.99,3.76,57.50
51735,3410,2026-03-28 16:09:28,335.89,0.10,33.59,Standard,0.00,21.16,323.46
51736,3410,2026-07-13 20:44:00,321.84,0.10,32.18,Standard,0.00,20.28,309.94
51737,3410,2026-08-09 23:47:16,198.47,0.05,9.92,Standard,0.00,13.20,201.75
51738,3411,2026-08-20 08:41:23,85.69,0.00,0.00,Standard,5.99,6.42,98.10
51739,3412,2024-09-02 19:49:05,89.70,0.00,0.00,Standard,5.99,6.70,102.39
51740,3412,2025-02-13 20:35:18,313.35,0.10,31.34,Standard,0.00,19.74,301.75
51741,3412,2025-04-15 13:43:22,160.65,0.05,8.03,Standard,0.00,10.68,163.30
51742,3412,2025-06-13 21:07:53,106.09,0.05,5.30,Standard,5.99,7.47,114.25
51743,3412,2026-01-27 11:44:02,202.53,0.05,10.13,Standard,0.00,13.47,205.87
51744,3412,2026-08-03 12:58:40,17.80,0.20,3.56,Standard,5.99,1.42,21.65
51745,3413,2024-05-21 13:28:57,453.09,0.10,45.31,Standard,0.00,28.54,436.32
51746,3413,2024-07-16 17:28:20,790.29,0.15,118.54,Standard,0.00,47.02,718.77
51747,3413,2024-07-21 21:04:44,154.18,0.05,7.71,Standard,0.00,10.25,156.72
51748,3413,2024-08-04 20:45:46,396.38,0.10,39.64,Standard,0.00,24.97,381.71
51749,3413,2024-11-06 20:07:33,353.88,0.10,35.39,Standard,0.00,22.29,340.78
51750,3413,2025-03-21 14:42:23,178.46,0.05,8.92,Standard,0.00,11.87,181.41
51751,3413,2025-04-22 17:18:56,212.18,0.10,21.22,Standard,0.00,13.37,204.33
51752,3413,2025-05-31 14:06:53,58.50,0.00,0.00,Standard,5.99,4.51,69.00
51753,3413,2025-11-07 16:19:52,645.38,0.15,96.81,Standard,0.00,38.40,586.97
51754,3413,2026-01-17 19:29:45,915.13,0.15,137.27,Standard,0.00,54.45,832.31
51755,3413,2026-01-28 03:19:59,289.09,0.10,28.91,Standard,0.00,18.21,278.39
51756,3413,2026-02-23 15:03:54,313.35,0.10,31.34,Standard,0.00,19.74,301.75
51757,3413,2026-07-10 10:49:58,238.17,0.10,23.82,Standard,0.00,15.00,229.35
51758,3414,2026-03-04 10:23:49,290.25,0.10,29.03,Standard,0.00,18.29,279.51
51759,3414,2026-06-01 23:05:57,425.17,0.10,42.52,Standard,0.00,26.79,409.44
51760,3414,2026-06-05 07:43:34,53.06,0.00,0.00,Two-Day,12.99,4.62,70.67
51761,3414,2026-07-16 12:58:18,87.75,0.00,0.00,Standard,5.99,6.56,100.30
51762,3414,2026-08-06 20:52:52,190.36,0.10,19.04,Standard,0.00,11.99,183.31
51763,3414,2026-08-18 21:20:49,159.95,0.10,16.00,Standard,0.00,10.08,154.03
51764,3415,2023-11-27 12:01:24,216.64,0.05,10.83,Standard,0.00,14.41,220.22
51765,3415,2024-03-05 14:18:15,44.40,0.00,0.00,Standard,5.99,3.53,53.92
51766,3415,2024-05-01 20:03:40,71.25,0.00,0.00,Standard,5.99,5.41,82.65
51767,3415,2024-05-10 12:02:47,251.66,0.10,25.17,Standard,0.00,15.85,242.34
51768,3415,2024-06-01 10:35:12,257.87,0.10,25.79,Standard,0.00,16.25,248.33
51769,3415,2024-07-08 08:15:00,281.06,0.10,28.11,Standard,0.00,17.71,270.66
51770,3415,2025-01-04 07:09:42,464.39,0.10,46.44,Standard,0.00,29.26,447.21
51771,3415,2025-01-11 19:00:33,138.81,0.10,13.88,Standard,5.99,9.16,140.08
51772,3415,2025-03-13 10:57:04,330.74,0.10,33.07,Two-Day,0.00,20.84,318.51
51773,3415,2025-06-08 20:54:26,112.16,0.05,5.61,Standard,5.99,7.88,120.42
51774,3415,2025-08-05 18:00:10,321.28,0.10,32.13,Standard,0.00,20.24,309.39
51775,3415,2025-08-14 10:27:28,186.17,0.05,9.31,Two-Day,0.00,12.38,189.24
51776,3415,2025-12-02 13:29:53,366.21,0.10,36.62,Standard,0.00,23.07,352.66
51777,3415,2026-02-01 10:00:12,141.40,0.10,14.14,Standard,0.00,8.91,136.17
51778,3415,2026-05-30 21:46:17,295.34,0.10,29.53,Standard,0.00,18.61,284.42
51779,3415,2026-05-31 17:11:13,53.06,0.20,10.61,Standard,5.99,3.39,51.83
51780,3415,2026-08-13 10:50:04,574.56,0.15,86.18,Standard,0.00,34.19,522.57
51781,3415,2026-08-15 13:55:13,102.98,0.05,5.15,Standard,5.99,7.27,111.09
51782,3416,2023-10-14 14:39:58,70.70,0.10,7.07,Standard,5.99,4.87,74.49
51783,3416,2023-10-28 22:43:20,840.49,0.15,126.07,Standard,0.00,50.01,764.43
51784,3416,2023-11-11 23:28:41,128.16,0.05,6.41,Standard,5.99,8.94,136.68
51785,3416,2024-05-17 10:57:25,618.76,0.15,92.81,Standard,0.00,36.82,562.77
51786,3416,2024-05-20 18:56:28,71.11,0.00,0.00,Standard,5.99,5.40,82.50
51787,3416,2024-05-25 21:05:19,403.38,0.10,40.34,Standard,0.00,25.41,388.45
51788,3416,2024-07-29 02:49:40,55.71,0.20,11.14,Standard,5.99,3.54,54.10
51789,3416,2024-08-02 12:48:10,457.22,0.10,45.72,Standard,0.00,28.81,440.31
51790,3416,2024-08-25 05:20:25,167.10,0.05,8.36,Two-Day,0.00,11.11,169.85
51791,3416,2025-02-11 11:19:34,322.36,0.20,64.47,Standard,0.00,18.05,275.94
51792,3416,2025-04-22 09:35:44,86.25,0.00,0.00,Two-Day,12.99,6.95,106.19
51793,3416,2025-05-14 22:58:30,122.21,0.05,6.11,Standard,5.99,8.55,130.64
51794,3416,2025-07-21 19:29:41,461.67,0.10,46.17,Two-Day,0.00,29.09,444.59
51795,3416,2025-08-27 11:46:31,78.00,0.00,0.00,Standard,5.99,5.88,89.87
51796,3416,2026-02-12 12:07:45,189.10,0.05,9.46,Standard,0.00,12.57,192.21
51797,3416,2026-04-08 20:24:32,281.06,0.10,28.11,Standard,0.00,17.71,270.66
51798,3416,2026-05-22 14:42:57,29.39,0.00,0.00,Standard,5.99,2.48,37.86
51799,3416,2026-06-12 10:12:36,673.13,0.15,100.97,Two-Day,0.00,40.05,612.21
51800,3416,2026-08-12 08:11:17,96.70,0.00,0.00,Standard,5.99,7.19,109.88
51801,3416,2026-09-01 17:33:21,301.75,0.10,30.18,Standard,0.00,19.01,290.58
51802,3417,2025-05-30 15:28:12,547.71,0.15,82.16,Standard,0.00,32.59,498.14
51803,3417,2025-08-10 20:15:08,36.22,0.00,0.00,Standard,5.99,2.95,45.16
51804,3417,2025-08-30 09:19:30,1048.87,0.15,157.33,Standard,0.00,62.41,953.95
51805,3417,2025-09-04 15:41:27,67.51,0.00,0.00,Standard,5.99,5.15,78.65
51806,3417,2025-10-05 17:32:20,33.44,0.00,0.00,Next-Day,24.99,4.09,62.52
51807,3417,2025-11-17 17:30:08,32.60,0.00,0.00,Standard,5.99,2.70,41.29
51808,3417,2026-02-26 10:17:39,122.59,0.05,6.13,Standard,5.99,8.57,131.02
51809,3417,2026-04-27 11:29:01,1173.91,0.15,176.09,Standard,0.00,69.85,1067.67
51810,3417,2026-05-09 21:35:51,190.36,0.05,9.52,Standard,0.00,12.66,193.50
51811,3417,2026-07-09 13:08:45,293.57,0.10,29.36,Standard,0.00,18.49,282.70
51812,3418,2024-12-29 10:54:15,374.23,0.10,37.42,Standard,0.00,23.58,360.39
51813,3418,2025-11-05 19:16:08,238.17,0.05,11.91,Next-Day,0.00,15.84,242.10
51814,3418,2025-12-09 17:42:24,272.96,0.10,27.30,Standard,0.00,17.20,262.86
51815,3418,2026-01-18 17:16:55,135.18,0.10,13.52,Standard,5.99,8.94,136.59
51816,3418,2026-03-16 20:59:55,256.49,0.20,51.30,Standard,0.00,14.36,219.55
51817,3419,2024-09-06 14:45:24,139.18,0.05,6.96,Standard,0.00,9.26,141.48
51818,3419,2025-02-17 19:31:01,33.32,0.00,0.00,Standard,5.99,2.75,42.06
51819,3419,2025-09-06 21:13:52,480.38,0.10,48.04,Standard,0.00,30.26,462.60
51820,3419,2025-11-18 15:36:19,331.41,0.10,33.14,Standard,0.00,20.88,319.15
51821,3419,2026-01-28 10:11:41,335.89,0.10,33.59,Standard,0.00,21.16,323.46
51822,3419,2026-06-22 17:30:59,303.18,0.10,30.32,Standard,0.00,19.10,291.96
51823,3420,2026-03-31 20:00:27,1040.00,0.15,156.00,Standard,0.00,61.88,945.88
51824,3420,2026-05-05 19:51:48,167.52,0.10,16.75,Standard,0.00,10.55,161.32
51825,3420,2026-06-28 12:36:20,317.32,0.10,31.73,Standard,0.00,19.99,305.58
51826,3420,2026-08-22 19:36:08,345.19,0.10,34.52,Standard,0.00,21.75,332.42
51827,3421,2026-07-23 12:28:03,152.14,0.05,7.61,Standard,0.00,10.12,154.65
51828,3422,2024-12-02 17:21:56,320.88,0.10,32.09,Standard,0.00,20.22,309.01
51829,3422,2024-12-08 11:29:50,127.09,0.20,25.42,Standard,5.99,7.54,115.20
51830,3422,2025-01-09 20:08:42,251.66,0.10,25.17,Next-Day,0.00,15.85,242.34
51831,3422,2025-01-09 13:30:56,313.38,0.10,31.34,Standard,0.00,19.74,301.78
51832,3422,2025-01-21 20:28:43,497.11,0.10,49.71,Standard,0.00,31.32,478.72
51833,3422,2025-03-06 07:02:31,600.22,0.15,90.03,Standard,0.00,35.71,545.90
51834,3422,2025-03-17 12:05:37,91.15,0.00,0.00,Standard,5.99,6.80,103.94
51835,3422,2025-03-17 12:25:14,154.88,0.10,15.49,Standard,0.00,9.76,149.15
51836,3422,2025-03-19 08:59:55,99.45,0.10,9.95,Standard,5.99,6.68,102.17
51837,3422,2025-04-18 17:39:53,351.35,0.10,35.14,Standard,0.00,22.13,338.34
51838,3422,2025-04-30 23:37:19,159.18,0.10,15.92,Standard,0.00,10.03,153.29
51839,3422,2025-05-10 16:00:32,420.33,0.10,42.03,Next-Day,0.00,26.48,404.78
51840,3422,2025-06-01 20:53:49,99.45,0.00,0.00,Standard,5.99,7.38,112.82
51841,3422,2025-06-05 09:26:25,294.74,0.10,29.47,Standard,0.00,18.57,283.84
51842,3422,2025-06-12 01:27:42,641.80,0.15,96.27,Standard,0.00,38.19,583.72
51843,3422,2025-07-07 10:22:42,408.54,0.10,40.85,Next-Day,0.00,25.74,393.43
51844,3422,2025-07-09 13:42:51,251.66,0.10,25.17,Standard,0.00,15.85,242.34
51845,3422,2025-08-23 17:27:53,498.94,0.10,49.89,Standard,0.00,31.43,480.48
51846,3422,2025-09-20 15:28:13,675.06,0.15,101.26,Two-Day,0.00,40.17,613.97
51847,3422,2025-11-02 17:57:58,371.12,0.10,37.11,Two-Day,0.00,23.38,357.39
51848,3422,2025-11-05 22:18:33,330.12,0.10,33.01,Standard,0.00,20.80,317.91
51849,3422,2025-11-11 22:23:52,31.78,0.10,3.18,Standard,5.99,2.42,37.01
51850,3422,2025-11-11 21:42:23,196.07,0.05,9.80,Standard,0.00,13.04,199.31
51851,3422,2025-11-13 10:43:33,400.29,0.10,40.03,Standard,0.00,25.22,385.48
51852,3422,2025-11-27 02:27:58,94.49,0.00,0.00,Standard,5.99,7.03,107.51
51853,3422,2025-12-15 13:09:24,583.14,0.20,116.63,Standard,0.00,32.66,499.17
51854,3422,2026-01-06 19:19:16,582.02,0.15,87.30,Standard,0.00,34.63,529.35
51855,3422,2026-01-11 07:16:39,374.75,0.10,37.48,Next-Day,0.00,23.61,360.88
51856,3422,2026-01-19 16:42:20,486.92,0.10,48.69,Standard,0.00,30.68,468.91
51857,3422,2026-01-26 21:25:30,472.34,0.10,47.23,Two-Day,0.00,29.76,454.87
51858,3422,2026-01-30 20:55:18,69.17,0.00,0.00,Two-Day,12.99,5.75,87.91
51859,3422,2026-02-04 10:27:01,327.62,0.10,32.76,Standard,0.00,20.64,315.50
51860,3422,2026-02-13 14:19:49,352.03,0.10,35.20,Two-Day,0.00,22.18,339.01
51861,3422,2026-02-16 20:36:37,29.60,0.00,0.00,Standard,5.99,2.49,38.08
51862,3422,2026-02-16 21:34:19,396.04,0.10,39.60,Standard,0.00,24.95,381.39
51863,3422,2026-02-17 18:51:48,116.62,0.05,5.83,Two-Day,12.99,8.66,132.44
51864,3422,2026-02-25 08:12:00,180.93,0.10,18.09,Two-Day,0.00,11.40,174.24
51865,3422,2026-02-25 15:24:14,286.61,0.10,28.66,Standard,0.00,18.06,276.01
51866,3422,2026-04-09 19:13:33,302.41,0.10,30.24,Standard,0.00,19.05,291.22
51867,3422,2026-04-23 15:47:20,340.78,0.10,34.08,Standard,0.00,21.47,328.17
51868,3422,2026-05-26 03:49:13,251.66,0.10,25.17,Standard,0.00,15.85,242.34
51869,3422,2026-06-25 13:17:38,196.36,0.05,9.82,Standard,0.00,13.06,199.60
51870,3422,2026-07-13 21:44:32,128.56,0.05,6.43,Standard,5.99,8.97,137.09
51871,3422,2026-07-16 01:13:40,106.12,0.05,5.31,Standard,5.99,7.48,114.28
51872,3422,2026-07-19 21:13:22,630.82,0.15,94.62,Standard,0.00,37.53,573.73
